"mindex","n","predictors","rsquare","adjr","predrsq","cp","aic","sbic","sbc","msep","fpe","apc","hsp"
199,5,"AGE HEIGHT ADIPOSITY NECK WRIST",0.610098825528749,0.601975884393931,0.576874053611678,110.370759827926,1480.22933038433,778.520532410344,1504.76665113585,5724.427219439,23.8359496037402,0.409396233194813,0.0973574351218718
200,5,"AGE HEIGHT ADIPOSITY CHEST WRIST",0.608021544167812,0.599855326337975,0.566048783362076,112.205468229645,1481.53646871435,779.777888566613,1506.07378946587,5754.92532189049,23.9629406903899,0.411577378623798,0.0978761275459241
201,5,"AGE ADIPOSITY NECK CHEST WRIST",0.606138731648143,0.597933288557479,0.574025938393576,113.868416741896,1482.71526574346,780.911968763692,1507.25258649499,5782.56828360075,24.0780432529636,0.41355433176945,0.0983462615432861
128,4,"AGE HEIGHT ADIPOSITY WRIST",0.604347264326969,0.597780413942354,0.573876339598315,113.450686822093,1481.83165307823,780.578237605925,1502.86364229382,5784.66651338284,23.9916141350228,0.412069861634568,0.097973723061348
202,5,"AGE WEIGHT ADIPOSITY CHEST WRIST",0.605019876105753,0.596791123524623,0.559753926366331,114.856618774868,1483.41309587941,781.583406367272,1507.95041663093,5798.99502848081,24.1464425963573,0.414729130088959,0.0986256372236151
203,5,"AGE WEIGHT ADIPOSITY NECK WRIST",0.604545586352094,0.59630695273443,0.569031547024725,115.275523701398,1483.70831398505,781.867476769372,1508.24563473657,5805.95842678149,24.1754374991839,0.415227134330301,0.098744066294734
129,4,"AGE ADIPOSITY CHEST WRIST",0.602662224075866,0.596067406218205,0.573237291219238,114.938957772802,1482.87711458023,781.590292338118,1503.90910379582,5809.30275379117,24.0937917060628,0.413824820568289,0.0983909820665913
130,4,"AGE WEIGHT ADIPOSITY WRIST",0.599479017857845,0.592831366701959,0.56675737124634,117.750447493179,1484.84005069295,783.490791521296,1505.87203990855,5855.84302700135,24.2868151541759,0.417140110031871,0.0991792252311964
58,3,"AGE ADIPOSITY WRIST",0.590790305567948,0.585717458116311,0.565274155375429,123.424541979444,1488.11959690695,787.242976944559,1505.64625458661,5958.05169384115,24.612695151322,0.422737287636417,0.10049332792075
131,4,"AGE ADIPOSITY NECK WRIST",0.592193101139052,0.585424521904845,0.563659788808911,124.185556799779,1489.27484527661,787.785898233111,1510.30683449221,5962.36724549515,24.7286190058284,0.424728346946465,0.10098340430667
204,5,"AGE WEIGHT HEIGHT CHEST WRIST",0.593835848242614,0.585374095081002,0.543452707002851,124.734640246305,1490.28189513217,788.195546429902,1514.81921588369,5963.19600481677,24.8301592455162,0.426472359345255,0.101418263505296
205,5,"AGE WEIGHT HEIGHT ADIPOSITY NECK",0.591212841335801,0.582696442196963,0.557005687681031,127.051347506185,1491.86545458906,789.720734734544,1516.40277534059,6001.70630721456,24.9905123414663,0.429226516597409,0.102073222355063
206,5,"AGE WEIGHT HEIGHT NECK WRIST",0.588804581455929,0.580238010236261,0.54826550455817,129.178384660713,1493.31044537378,791.112722020818,1517.84776612531,6037.06374984477,25.1377372407172,0.431755189471275,0.102674559361367
132,4,"AGE ADIPOSITY NECK CHEST",0.586054881936134,0.579184423545033,0.557695855418272,129.606990099552,1492.9499929557,791.346721719831,1513.98198217129,6052.11147793302,25.1008287072022,0.43112126404162,0.102503384162878
207,5,"AGE HEIGHT ADIPOSITY NECK CHEST",0.586711074657178,0.578100888712535,0.550396066909694,131.027423787022,1494.55972022811,792.316371748343,1519.09704097964,6067.80006993692,25.2657202420965,0.433953371609964,0.103197303240282
208,5,"AGE WEIGHT ADIPOSITY NECK CHEST",0.586087532232878,0.577464355821063,0.548786537334418,131.578152516507,1494.93058871724,792.673731156218,1519.46790946876,6076.95475697006,25.3038394547959,0.434608091155479,0.103353000363283
133,4,"AGE WEIGHT HEIGHT WRIST",0.58389519074741,0.5769888868594,0.546165955375661,131.51448498377,1494.23012132831,792.587332910087,1515.26211054391,6083.68738319602,25.2317881900491,0.433370568972614,0.103038178863746
134,4,"AGE HEIGHT ADIPOSITY NECK",0.580127815196618,0.573158982253823,0.551016124030609,134.841928105076,1496.44736095602,794.736497581905,1517.47935017161,6138.76854206867,25.4602345329325,0.437294267160369,0.10397107727592
209,5,"AGE WEIGHT HEIGHT ADIPOSITY CHEST",0.581860792817994,0.573149559335036,0.54652237232384,135.311317634237,1497.42992108195,795.082446842222,1521.96724183347,6139.0106412306,25.5622340282873,0.439046167541106,0.104408407567222
135,4,"AGE WEIGHT ADIPOSITY NECK",0.577766994713478,0.570758978028225,0.547812158349833,136.927065562532,1497.82667405653,796.073698687684,1518.85866327213,6173.28507124089,25.6033901059053,0.439753046999655,0.104555676727303
136,4,"AGE WEIGHT HEIGHT ADIPOSITY",0.577078054338697,0.570058602958426,0.546770419883087,137.535555446312,1498.22773511533,796.462548860907,1519.25972433092,6183.35776872632,25.6451661133571,0.44047057411198,0.104726275960921
59,3,"AGE ADIPOSITY NECK",0.575249726587372,0.56998422733019,0.551154215709282,137.150381607818,1497.28892200849,796.180026000778,1514.81557968815,6184.32094938019,25.5474128232844,0.438791604765112,0.104309768539883
210,5,"AGE WEIGHT HEIGHT NECK CHEST",0.57477674880135,0.565917931068045,0.53314642011735,141.568127770739,1501.56270123573,799.066995370413,1526.10002198725,6243.0167254584,25.9953050914878,0.446484413758582,0.106177277221658
